Custom_Account,JPM_Account,Statement_Date,Currency,Opening_Balance,Commission,Option_Premium,Journal_Items,Gross_Realised_Profit_Loss,Closing_Balance,Open_Trade_Equity,Total_Equity,Net_Market_Value_of_Options,Initial_Margin_Requirement,Maintenance_Margin_Requirement,Margin_Value_Securities,AFR_Excess_Cash_Equity,Net_Liquidating_Value,Conversion_Rate,Conv_Net_Liquidating_Value,account_type,custom_account_name,japanese_initial_requirement,jpm_account_name,Stmnt_Recap_Cat_Description,transaction_source_type,Pending Cash Total,Pending Trade Date Balance,Pending Incremental EXC/DEF
31933,31933,1-Jan-20,{Conv Tot},-15425801.51,0,0,0,0,-15425801.51,2659179,-12766622.51,0,1579475,1579475,0,-14346097.51,-12766622.51,1,-12766622.51,Converted Total,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,** COMPUTED TOTAL **,FINAL,0,-12766622.51,-14346097.51
31933,31933,1-Jan-20,USD,-15425801.51,0,0,0,0,-15425801.51,2659179,-12766622.51,0,1579475,1579475,0,-14346097.51,-12766622.51,1,-12766622.51,USD               SG,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,**US$ US EXCHANGES**,FINAL,0,-12766622.51,-14346097.51
31934,31934,1-Jan-20,{Conv Tot},-397987.02,0,0,0,0,-397987.02,0,-397987.02,0,0,0,0,-397987.02,-397987.02,1,-397987.02,Converted Total,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,** COMPUTED TOTAL **,FINAL,0,-397987.02,-397987.02
31934,31934,1-Jan-20,USD,-397987.02,0,0,0,0,-397987.02,0,-397987.02,0,0,0,0,-397987.02,-397987.02,1,-397987.02,USD               SG,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,**US$ US EXCHANGES**,FINAL,0,-397987.02,-397987.02
3193C,3193C,1-Jan-20,{Conv Tot},241229168,0,0,0,0,241229168,0,241229168,0,0,0,0,241229168,241229168,1,241229168,Converted Total,PETROCHINA INTL (HK) CORP LTD,0,PETROCHINA INTL (HK) CORP LTD,** COMPUTED TOTAL **,FINAL,0,241229168,241229168
3193C,3193C,1-Jan-20,USD,241229168,0,0,0,0,241229168,0,241229168,0,0,0,0,241229168,241229168,1,241229168,USD               SG,PETROCHINA INTL (HK) CORP LTD,0,PETROCHINA INTL (HK) CORP LTD,**US$ US EXCHANGES**,FINAL,0,241229168,241229168
31958,31958,1-Jan-20,{Conv Tot},516018.4,0,0,0,0,516018.4,0,516018.4,0,0,0,0,516018.4,516018.4,1,516018.4,Converted Total,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,** COMPUTED TOTAL **,FINAL,0,516018.4,516018.4
31958,31958,1-Jan-20,USD,516018.4,0,0,0,0,516018.4,0,516018.4,0,0,0,0,516018.4,516018.4,1,516018.4,USD               SG,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,**US$ US EXCHANGES**,FINAL,0,516018.4,516018.4
3195C,3195C,1-Jan-20,{Conv Tot},244164526.9,0,0,0,0,244164526.9,0,244164526.9,0,0,0,0,244164526.9,244164526.9,1,244164526.9,Converted Total,CHINAOIL (HK) CORPORATION LTD,0,CHINAOIL (HK) CORPORATION LTD,** COMPUTED TOTAL **,FINAL,0,244164526.9,244164526.9
3195C,3195C,1-Jan-20,USD,244164526.9,0,0,0,0,244164526.9,0,244164526.9,0,0,0,0,244164526.9,244164526.9,1,244164526.9,USD               SG,CHINAOIL (HK) CORPORATION LTD,0,CHINAOIL (HK) CORPORATION LTD,**US$ US EXCHANGES**,FINAL,0,244164526.9,244164526.9
3198C,3198C,1-Jan-20,{Conv Tot},48901065.16,0,0,0,0,48901065.16,0,48901065.16,0,0,0,0,48901065.16,48901065.16,1,48901065.16,Converted Total,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,** COMPUTED TOTAL **,FINAL,0,48901065.16,48901065.16
3198C,3198C,1-Jan-20,USD,48901065.16,0,0,0,0,48901065.16,0,48901065.16,0,0,0,0,48901065.16,48901065.16,1,48901065.16,USD               SG,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,**US$ US EXCHANGES**,FINAL,0,48901065.16,48901065.16
32017,32017,1-Jan-20,{Conv Tot},1659008.55,0,0,0,0,1659008.55,1964439.08,3623447.63,0,2077892,2077892,0,1545555.63,3623447.63,1,3623447.63,Converted Total,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,** COMPUTED TOTAL **,FINAL,0,3623447.63,1545555.63
32017,32017,1-Jan-20,USD,1659008.55,0,0,0,0,1659008.55,1964439.08,3623447.63,0,2077892,2077892,0,1545555.63,3623447.63,1,3623447.63,USD               SG,PETROCHINA INTL (SG) PTE LTD,0,PETROCHINA INTL (SG) PTE LTD,**US$ US EXCHANGES**,FINAL,0,3623447.63,1545555.63
39360,39360,1-Jan-20,{Conv Tot},8022667.3,0,0,0,0,8022667.3,-2360666,5662001.3,0,1297766,1297766,0,4364235.3,5662001.3,1,5662001.3,Converted Total,PETROCHINA INTL (HK) CORP LTD,0,PETROCHINA INTL (HK) CORP LTD,** COMPUTED TOTAL **,FINAL,0,5662001.3,4364235.3
